Count.tree_pollen,Count.grass_pollen,Count.weed_pollen,Risk.tree_pollen,Risk.grass_pollen,Risk.weed_pollen,Species.Others,Species.Grass.Grass / Poaceae,Species.Tree.Oak,Species.Tree.Cypress / Juniper / Cedar,Species.Tree.Mulberry,Species.Tree.Pine,Species.Tree.Elm,Species.Tree.Ash,Species.Tree.Birch,Species.Tree.Maple,Species.Tree.Poplar / Cottonwood,Species.Weed.Ragweed,SpeciesRisk.Oak,SpeciesRisk.Cypress / Juniper / Cedar,SpeciesRisk.Mulberry,SpeciesRisk.Pine,SpeciesRisk.Elm,SpeciesRisk.Ash,SpeciesRisk.Birch,SpeciesRisk.Maple,SpeciesRisk.Poplar / Cottonwood,SpeciesRisk.Grass / Poaceae,SpeciesRisk.Ragweed,lat,lng,time,date
99,0,0,Moderate,Low,Low,6,0,25,51,8,0,5,0,0,4,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1707868800,2024-02-14
391,0,0,High,Low,Low,0,0,164,126,57,0,12,0,0,32,0,0,High,High,High,Low,Low,Low,Low,High,Low,Low,Low,33.7544657,-84.3898151,1707955200,2024-02-15
271,0,0,High,Low,Low,6,0,70,140,24,0,16,0,0,13,2,0,High,High,Moderate,Low,Moderate,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1708041600,2024-02-16
107,0,0,Moderate,Low,Low,6,0,28,54,9,0,5,0,0,5,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1708128000,2024-02-17
29,0,0,Low,Low,Low,3,0,7,15,2,0,1,0,0,1,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1708214400,2024-02-18
80,0,0,Low,Low,Low,13,0,16,40,5,0,4,0,0,2,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1708300800,2024-02-19
140,0,0,Moderate,Low,Low,4,0,36,72,12,0,8,0,0,7,1,0,Moderate,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1708387200,2024-02-20
105,0,0,Moderate,Low,Low,3,0,27,54,9,0,6,0,0,5,1,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1708473600,2024-02-21
374,0,0,High,Low,Low,0,0,154,122,55,0,12,0,0,31,0,0,High,High,High,Low,Low,Low,Low,High,Low,Low,Low,33.7544657,-84.3898151,1708560000,2024-02-22
161,0,0,Moderate,Low,Low,5,0,41,83,14,0,9,0,0,8,1,0,Moderate,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1708646400,2024-02-23
385,0,0,High,Low,Low,0,0,160,125,56,0,12,0,0,32,0,0,High,High,High,Low,Low,Low,Low,High,Low,Low,Low,33.7544657,-84.3898151,1708732800,2024-02-24
85,0,0,Low,Low,Low,3,0,22,44,7,0,5,0,0,4,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1708819200,2024-02-25
609,0,0,High,Low,Low,0,0,273,164,99,0,16,0,0,57,0,0,Very High,High,Very High,Low,Moderate,Low,Low,Very High,Low,Low,Low,33.7544657,-84.3898151,1708905600,2024-02-26
377,0,0,High,Low,Low,7,0,98,196,33,0,22,0,0,18,3,0,High,High,Moderate,Low,High,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1708992000,2024-02-27
402,0,0,High,Low,Low,5,0,104,209,36,0,24,0,0,20,4,0,High,High,Moderate,Low,High,Low,Low,High,Low,Low,Low,33.7544657,-84.3898151,1709078400,2024-02-28
1573,0,0,Very High,Low,Low,0,0,807,279,290,0,27,0,0,170,0,0,Very High,Very High,Very High,Low,High,Low,Low,Very High,Low,Low,Low,33.7544657,-84.3898151,1709164800,2024-02-29
608,0,0,High,Low,Low,8,0,158,316,54,0,36,0,0,30,6,0,High,Very High,High,Low,High,Low,Low,High,Low,Low,Low,33.7544657,-84.3898151,1709251200,2024-03-01
191,0,0,Moderate,Low,Low,0,0,67,80,24,0,8,0,0,12,0,0,High,Moderate,Moderate,Low,Low,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1709337600,2024-03-02
112,0,0,Moderate,Low,Low,5,0,29,56,10,0,6,0,0,5,1,0,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1709424000,2024-03-03
585,0,0,High,Low,Low,0,0,280,153,95,0,15,15,0,12,15,0,Very High,High,Very High,Low,Moderate,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1709510400,2024-03-04
234,0,0,High,Low,Low,5,0,63,112,21,2,14,2,2,11,2,0,High,High,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1709596800,2024-03-05
136,0,0,Moderate,Low,Low,8,0,36,62,12,1,8,1,1,6,1,0,Moderate,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1709683200,2024-03-06
245,0,0,High,Low,Low,0,0,92,80,34,1,20,1,7,7,3,0,High,Moderate,Moderate,Low,Moderate,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1709769600,2024-03-07
263,0,0,High,Low,Low,1,0,73,115,26,5,18,5,5,13,2,0,High,High,Moderate,Low,Moderate,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1709856000,2024-03-08
326,0,0,High,Low,Low,0,0,130,87,47,2,34,2,10,8,6,0,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1709942400,2024-03-09
204,0,0,Moderate,Low,Low,6,0,57,83,20,4,14,4,4,10,2,0,Moderate,Moderate,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1710028800,2024-03-10
876,0,0,Very High,Low,Low,0,0,394,142,142,7,102,7,47,14,21,0,Very High,High,Very High,Low,Very High,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1710115200,2024-03-11
155,0,0,Moderate,Low,Low,6,0,44,60,15,4,10,4,4,7,1,0,Moderate,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1710201600,2024-03-12
226,0,0,High,Low,Low,8,0,65,85,22,6,15,6,6,11,2,0,High,Moderate,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1710288000,2024-03-13
560,0,0,High,Low,Low,0,0,245,106,86,5,63,5,28,11,11,0,Very High,High,Very High,Low,Very High,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1710374400,2024-03-14
450,0,0,High,Low,Low,8,0,130,171,45,13,31,13,13,22,4,0,High,High,High,Low,High,Low,Low,High,Low,Low,Low,33.7544657,-84.3898151,1710460800,2024-03-15
1009,0,0,Very High,Low,Low,0,0,469,147,167,7,119,7,55,15,23,0,Very High,High,Very High,Low,Very High,Low,Moderate,Moderate,Moderate,Low,Low,33.7544657,-84.3898151,1710547200,2024-03-16
122,0,0,Moderate,Low,Low,5,0,35,46,12,3,8,3,3,6,1,0,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1710633600,2024-03-17
2975,0,0,Very High,Low,Low,0,0,1463,259,532,14,385,14,189,28,91,0,Very High,Very High,Very High,Moderate,Very High,Low,High,High,High,Low,Low,33.7544657,-84.3898151,1710720000,2024-03-18
589,0,0,High,Low,Low,12,0,170,223,58,17,41,17,17,29,5,0,High,High,High,Moderate,High,Low,Low,High,Low,Low,Low,33.7544657,-84.3898151,1710806400,2024-03-19
142,0,0,Moderate,Low,Low,5,0,41,53,14,4,9,4,4,7,1,0,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1710892800,2024-03-20
2357,0,0,Very High,Low,Low,0,0,1152,230,417,12,299,12,143,24,68,0,Very High,High,Very High,Low,Very High,Low,High,High,High,Low,Low,33.7544657,-84.3898151,1710979200,2024-03-21
525,0,0,High,Low,Low,10,0,152,199,52,15,36,15,15,26,5,0,High,High,High,Moderate,High,Low,Low,High,Low,Low,Low,33.7544657,-84.3898151,1711065600,2024-03-22
787,0,0,Very High,Low,Low,0,0,358,128,128,6,90,6,41,13,17,0,Very High,High,Very High,Low,Very High,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1711152000,2024-03-23
419,0,0,High,Low,Low,9,0,121,159,41,12,29,12,12,20,4,0,High,High,High,Low,High,Low,Low,High,Low,Low,Low,33.7544657,-84.3898151,1711238400,2024-03-24
226,0,0,High,Low,Low,0,0,88,64,31,3,20,3,8,6,3,0,High,Moderate,Moderate,Low,Moderate,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1711324800,2024-03-25
386,0,0,High,Low,Low,9,0,111,146,38,11,27,11,11,19,3,0,High,High,Moderate,Low,High,Low,Low,High,Low,Low,Low,33.7544657,-84.3898151,1711411200,2024-03-26
391,0,0,High,Low,Low,9,0,113,148,39,11,27,11,11,19,3,0,High,High,High,Low,High,Low,Low,High,Low,Low,Low,33.7544657,-84.3898151,1711497600,2024-03-27
1139,0,0,Very High,Low,Low,0,0,534,156,190,8,135,8,63,16,29,0,Very High,High,Very High,Low,Very High,Low,Moderate,Moderate,Moderate,Low,Low,33.7544657,-84.3898151,1711584000,2024-03-28
217,0,0,High,Low,Low,7,0,62,82,21,6,15,6,6,10,2,0,High,Moderate,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1711670400,2024-03-29
90,0,0,Low,Low,Low,16,0,23,33,7,1,5,1,1,3,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1711756800,2024-03-30
337,0,0,High,Low,Low,7,0,97,128,33,10,23,10,10,16,3,0,High,High,Moderate,Low,High,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1711843200,2024-03-31
1177,0,0,Very High,Low,Low,0,0,551,155,198,8,142,8,68,17,30,0,Very High,High,Very High,Low,Very High,Low,Moderate,Moderate,Moderate,Low,Low,33.7544657,-84.3898151,1711929600,2024-04-01
528,0,0,High,Low,Low,21,0,153,190,52,15,36,15,15,26,5,0,High,High,High,Moderate,High,Low,Low,High,Low,Low,Low,33.7544657,-84.3898151,1712016000,2024-04-02
1578,0,0,Very High,Low,Low,0,0,737,169,263,9,189,14,114,19,64,0,Very High,High,Very High,Low,Very High,Low,High,High,High,Low,Low,33.7544657,-84.3898151,1712102400,2024-04-03
234,0,0,High,Low,Low,9,0,67,77,23,9,16,9,9,11,4,0,High,Moderate,Moderate,Low,Moderate,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1712188800,2024-04-04
498,0,0,High,Low,Low,12,0,149,149,49,19,34,24,24,24,14,0,High,High,High,Moderate,High,Moderate,Low,High,Low,Low,Low,33.7544657,-84.3898151,1712275200,2024-04-05
683,0,0,High,Low,Low,0,0,295,80,102,12,71,15,62,12,34,0,Very High,Moderate,Very High,Low,Very High,Low,Moderate,Moderate,Moderate,Low,Low,33.7544657,-84.3898151,1712361600,2024-04-06
303,0,0,High,Low,Low,9,0,90,72,30,15,21,18,18,18,12,0,High,Moderate,Moderate,Moderate,High,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1712448000,2024-04-07
378,0,0,High,Low,Low,0,0,152,47,51,8,35,13,35,11,26,0,High,Low,High,Low,High,Low,Low,Low,Moderate,Low,Low,33.7544657,-84.3898151,1712534400,2024-04-08
514,0,0,High,Low,Low,10,0,154,97,51,30,35,41,41,30,25,0,High,High,High,High,High,High,Low,High,Moderate,Low,Low,33.7544657,-84.3898151,1712620800,2024-04-09
637,0,0,High,Low,Low,0,0,262,43,86,14,63,23,78,14,54,0,Very High,Low,Very High,Moderate,Very High,Moderate,Moderate,Moderate,High,Low,Low,33.7544657,-84.3898151,1712707200,2024-04-10
567,0,0,High,Low,Low,9,0,175,79,56,39,39,51,51,34,34,0,High,Moderate,High,High,High,High,Moderate,High,Moderate,Low,Low,33.7544657,-84.3898151,1712793600,2024-04-11
60,0,0,Low,Low,Low,2,0,18,7,6,4,4,6,6,3,4,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1712880000,2024-04-12
969,0,0,Very High,Low,Low,0,0,398,39,135,21,96,32,135,17,96,0,Very High,Low,Very High,Moderate,Very High,Moderate,High,Moderate,High,Low,Low,33.7544657,-84.3898151,1712966400,2024-04-13
375,0,0,High,Low,Low,7,0,116,41,37,26,26,37,37,22,26,0,High,Low,Moderate,Moderate,High,Moderate,Low,High,Moderate,Low,Low,33.7544657,-84.3898151,1713052800,2024-04-14
881,0,0,Very High,Low,Low,0,0,362,33,122,20,88,30,122,16,88,0,Very High,Low,Very High,Moderate,Very High,Moderate,High,Moderate,High,Low,Low,33.7544657,-84.3898151,1713139200,2024-04-15
314,0,0,High,Low,Low,9,0,97,34,31,21,21,31,31,18,21,0,High,Low,Moderate,Moderate,High,Moderate,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1713225600,2024-04-16
1824,0,0,Very High,Low,Low,0,0,778,49,262,29,188,44,262,24,188,0,Very High,Low,Very High,High,Very High,High,High,High,Very High,Low,Low,33.7544657,-84.3898151,1713312000,2024-04-17
305,0,0,High,Low,Low,7,0,94,33,30,21,21,30,30,18,21,0,High,Low,Moderate,Moderate,High,Moderate,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1713398400,2024-04-18
438,0,0,High,Low,Low,10,0,135,48,43,30,30,43,43,26,30,0,High,Low,High,High,High,High,Low,High,Moderate,Low,Low,33.7544657,-84.3898151,1713484800,2024-04-19
364,0,0,High,Low,Low,0,0,142,21,46,12,34,19,46,10,34,0,High,Low,High,Low,High,Low,Low,Low,Moderate,Low,Low,33.7544657,-84.3898151,1713571200,2024-04-20
338,0,0,High,Low,Low,9,0,104,37,33,23,23,33,33,20,23,0,High,Low,Moderate,Moderate,High,Moderate,Low,High,Moderate,Low,Low,33.7544657,-84.3898151,1713657600,2024-04-21
264,0,0,High,Low,Low,0,0,101,18,32,10,23,16,32,9,23,0,High,Low,Moderate,Low,High,Low,Low,Low,Moderate,Low,Low,33.7544657,-84.3898151,1713744000,2024-04-22
195,0,0,Moderate,Low,Low,7,0,60,21,19,13,13,19,19,11,13,0,High,Low,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1713830400,2024-04-23
770,0,0,Very High,Low,Low,0,0,317,31,104,19,76,28,104,15,76,0,Very High,Low,Very High,Moderate,Very High,Moderate,High,Moderate,High,Low,Low,33.7544657,-84.3898151,1713916800,2024-04-24
396,0,0,High,Low,Low,10,0,122,43,39,27,27,39,39,23,27,0,High,Low,High,High,High,High,Low,High,Moderate,Low,Low,33.7544657,-84.3898151,1714003200,2024-04-25
212,0,0,High,Low,Low,7,0,65,23,21,14,14,21,21,12,14,0,High,Low,Low,Moderate,Moderate,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1714089600,2024-04-26
974,0,0,Very High,Low,Low,0,0,405,35,136,21,96,32,136,17,96,0,Very High,Low,Very High,Moderate,Very High,Moderate,High,Moderate,High,Low,Low,33.7544657,-84.3898151,1714176000,2024-04-27
358,0,0,High,Low,Low,8,0,110,39,35,25,25,35,35,21,25,0,High,Low,Moderate,Moderate,High,Moderate,Low,High,Moderate,Low,Low,33.7544657,-84.3898151,1714262400,2024-04-28
563,0,0,High,Low,Low,0,0,228,26,75,16,53,24,75,13,53,0,Very High,Low,Very High,Moderate,Very High,Moderate,Moderate,Moderate,High,Low,Low,33.7544657,-84.3898151,1714348800,2024-04-29
419,0,0,High,Low,Low,9,0,129,46,41,29,29,41,41,25,29,0,High,Low,High,High,High,High,Low,High,Moderate,Low,Low,33.7544657,-84.3898151,1714435200,2024-04-30
321,0,0,High,Low,Low,6,0,99,35,32,22,22,32,32,19,22,0,High,Low,Moderate,Moderate,High,Moderate,Low,High,Moderate,Low,Low,33.7544657,-84.3898151,1714521600,2024-05-01
330,11,0,High,Low,Low,0,11,126,18,42,14,30,18,42,10,30,0,High,Low,High,Moderate,High,Low,Low,Low,Moderate,Low,Low,33.7544657,-84.3898151,1714608000,2024-05-02
91,1,1,Low,Low,Low,2,1,28,9,9,8,6,9,9,5,6,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1714694400,2024-05-03
98,8,0,Moderate,Low,Low,8,8,30,8,9,9,7,8,8,5,6,0,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1714780800,2024-05-04
627,29,3,High,Low,Low,0,29,256,19,85,28,68,22,76,14,59,3,Very High,Low,Very High,High,Very High,Low,Moderate,Moderate,High,Low,Low,33.7544657,-84.3898151,1714867200,2024-05-05
163,26,10,Moderate,Low,Low,5,26,50,11,16,21,14,13,13,9,11,10,Moderate,Low,Low,Moderate,Moderate,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1714953600,2024-05-06
903,80,14,Very High,High,Low,0,80,384,17,123,48,113,24,99,17,78,14,Very High,Low,Very High,High,Very High,Moderate,Moderate,Moderate,High,High,Low,33.7544657,-84.3898151,1715040000,2024-05-07
139,32,5,Moderate,Moderate,Low,3,32,44,5,15,22,12,11,11,8,8,5,Moderate,Low,Low,Moderate,Low,Low,Low,Low,Low,Moderate,Low,33.7544657,-84.3898151,1715126400,2024-05-08
503,44,18,High,Moderate,Low,0,44,206,5,73,40,65,15,47,12,40,18,Very High,Low,High,High,Very High,Low,Low,Moderate,Moderate,Moderate,Low,33.7544657,-84.3898151,1715212800,2024-05-09
115,24,12,Moderate,Low,Low,5,24,36,2,12,21,11,8,8,6,6,12,Moderate,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1715299200,2024-05-10
223,44,22,High,Moderate,Moderate,6,44,71,2,24,44,24,13,13,13,13,22,High,Low,Moderate,High,High,Low,Low,Moderate,Low,Moderate,Moderate,33.7544657,-84.3898151,1715385600,2024-05-11
296,40,21,High,Moderate,Moderate,0,40,118,0,19,78,19,22,9,22,9,21,High,Low,Low,High,Moderate,Low,Low,High,Low,Moderate,Moderate,33.7544657,-84.3898151,1715472000,2024-05-12
234,41,17,High,Moderate,Low,3,41,74,0,25,51,25,14,14,14,14,17,High,Low,Moderate,High,High,Low,Low,Moderate,Low,Moderate,Low,33.7544657,-84.3898151,1715558400,2024-05-13
298,44,7,High,Moderate,Low,0,44,118,0,19,80,19,22,9,22,9,7,High,Low,Low,High,Moderate,Low,Low,High,Low,Moderate,Low,33.7544657,-84.3898151,1715644800,2024-05-14
103,24,4,Moderate,Low,Low,3,24,32,0,11,22,11,6,6,6,6,4,Moderate,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1715731200,2024-05-15
277,32,13,High,Moderate,Low,0,32,108,0,18,75,18,20,9,20,9,13,High,Low,Low,High,Moderate,Low,Low,High,Low,Moderate,Low,33.7544657,-84.3898151,1715817600,2024-05-16
193,40,21,Moderate,Moderate,Moderate,4,40,61,0,21,42,21,11,11,11,11,21,High,Low,Low,High,High,Low,Low,Low,Low,Moderate,Moderate,33.7544657,-84.3898151,1715904000,2024-05-17
71,14,7,Low,Low,Low,4,14,22,0,7,15,7,4,4,4,4,7,Low,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1715990400,2024-05-18
245,36,19,High,Moderate,Low,0,36,94,0,17,65,17,18,8,18,8,19,High,Low,Low,High,Moderate,Low,Low,Moderate,Low,Moderate,Low,33.7544657,-84.3898151,1716076800,2024-05-19
106,18,7,Moderate,Low,Low,4,18,33,0,11,23,11,6,6,6,6,7,Moderate,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1716163200,2024-05-20
77,17,3,Low,Low,Low,21,17,18,0,7,12,7,3,3,3,3,3,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1716249600,2024-05-21
139,32,5,Moderate,Moderate,Low,3,32,44,0,15,30,15,8,8,8,8,5,Moderate,Low,Low,High,Moderate,Low,Low,Low,Low,Moderate,Low,33.7544657,-84.3898151,1716336000,2024-05-22
77,13,5,Low,Low,Low,21,13,18,0,7,12,7,3,3,3,3,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1716422400,2024-05-23
119,25,13,Moderate,Low,Low,1,25,38,0,13,26,13,7,7,7,7,13,Moderate,Low,Low,Moderate,Moderate,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1716508800,2024-05-24
49,9,4,Low,Low,Low,6,9,15,0,5,10,5,2,2,2,2,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1716595200,2024-05-25
43,9,4,Low,Low,Low,23,9,5,0,4,3,4,0,2,0,2,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1716681600,2024-05-26
72,12,5,Low,Low,Low,4,12,23,0,7,15,7,4,4,4,4,5,Low,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1716768000,2024-05-27
93,21,3,Low,Low,Low,15,21,26,0,9,18,9,4,4,4,4,3,Low,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1716854400,2024-05-28
116,27,4,Moderate,Low,Low,6,27,37,0,12,25,12,6,6,6,6,4,Moderate,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1716940800,2024-05-29
178,25,10,Moderate,Low,Low,0,25,66,0,14,46,14,12,7,12,7,10,High,Low,Low,High,Moderate,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1717027200,2024-05-30
70,14,7,Low,Low,Low,3,14,22,0,7,15,7,4,4,4,4,7,Low,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1717113600,2024-05-31
89,24,6,Low,Low,Low,17,24,24,0,8,16,8,4,4,4,4,6,Low,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1717200000,2024-06-01
48,18,6,Low,Low,Low,6,18,15,0,5,10,4,2,2,2,2,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1717286400,2024-06-02
36,20,10,Low,Low,Low,5,20,11,0,3,7,3,2,2,2,1,10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1717372800,2024-06-03
35,23,12,Low,Low,Low,23,23,3,0,3,2,2,0,1,0,1,12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1717459200,2024-06-04
33,27,15,Low,Low,Low,6,27,11,0,3,7,2,1,1,1,1,15,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1717545600,2024-06-05
15,19,8,Low,Low,Low,14,19,0,0,1,0,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1717632000,2024-06-06
21,41,21,Low,Moderate,Moderate,3,41,7,0,2,5,1,1,1,1,0,21,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Moderate,33.7544657,-84.3898151,1717718400,2024-06-07
45,82,33,Low,High,Moderate,28,82,6,0,4,4,1,0,2,0,0,33,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Moderate,33.7544657,-84.3898151,1717804800,2024-06-08
25,37,19,Low,Moderate,Low,4,37,9,0,3,6,0,1,1,1,0,19,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Low,33.7544657,-84.3898151,1717891200,2024-06-09
25,38,19,Low,Moderate,Low,4,38,9,0,3,6,0,1,1,1,0,19,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Low,33.7544657,-84.3898151,1717977600,2024-06-10
24,36,18,Low,Moderate,Low,18,36,1,0,2,1,0,1,0,1,0,18,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Low,33.7544657,-84.3898151,1718064000,2024-06-11
23,42,17,Low,Moderate,Low,5,42,8,0,2,5,0,1,1,1,0,17,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Low,33.7544657,-84.3898151,1718150400,2024-06-12
9,17,9,Low,Low,Low,8,17,0,0,1,0,0,0,0,0,0,9,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1718236800,2024-06-13
9,17,9,Low,Low,Low,3,17,3,0,1,2,0,0,0,0,0,9,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1718323200,2024-06-14
8,15,6,Low,Low,Low,6,15,0,0,0,2,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1718409600,2024-06-15
14,21,10,Low,Low,Low,5,21,5,0,1,3,0,0,0,0,0,10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1718496000,2024-06-16
5,8,4,Low,Low,Low,3,8,1,0,0,1,0,0,0,0,0,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1718582400,2024-06-17
5,7,3,Low,Low,Low,4,7,0,0,0,1,0,0,0,0,0,3,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1718668800,2024-06-18
6,12,5,Low,Low,Low,3,12,2,0,0,1,0,0,0,0,0,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1718755200,2024-06-19
7,13,7,Low,Low,Low,6,13,0,0,0,1,0,0,0,0,0,7,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1718841600,2024-06-20
8,15,8,Low,Low,Low,2,15,3,0,1,2,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1718928000,2024-06-21
6,10,4,Low,Low,Low,5,10,0,0,0,1,0,0,0,0,0,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1719014400,2024-06-22
11,16,8,Low,Low,Low,4,16,4,0,1,2,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1719100800,2024-06-23
13,20,10,Low,Low,Low,5,20,4,0,1,3,0,0,0,0,0,10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1719187200,2024-06-24
9,13,6,Low,Low,Low,8,13,0,0,1,0,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1719273600,2024-06-25
7,14,5,Low,Low,Low,4,14,2,0,0,1,0,0,0,0,0,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1719360000,2024-06-26
3,6,3,Low,Low,Low,3,6,0,0,0,0,0,0,0,0,0,3,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1719446400,2024-06-27
10,19,10,Low,Low,Low,4,19,3,0,1,2,0,0,0,0,0,10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1719532800,2024-06-28
11,20,8,Low,Low,Low,10,20,0,0,1,0,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1719619200,2024-06-29
