Count.tree_pollen,Count.grass_pollen,Count.weed_pollen,Risk.tree_pollen,Risk.grass_pollen,Risk.weed_pollen,Species.Others,Species.Grass.Grass / Poaceae,Species.Tree.Oak,Species.Tree.Cypress / Juniper / Cedar,Species.Tree.Mulberry,Species.Tree.Pine,Species.Tree.Elm,Species.Tree.Ash,Species.Tree.Birch,Species.Tree.Maple,Species.Tree.Poplar / Cottonwood,Species.Weed.Ragweed,SpeciesRisk.Oak,SpeciesRisk.Cypress / Juniper / Cedar,SpeciesRisk.Mulberry,SpeciesRisk.Pine,SpeciesRisk.Elm,SpeciesRisk.Ash,SpeciesRisk.Birch,SpeciesRisk.Maple,SpeciesRisk.Poplar / Cottonwood,SpeciesRisk.Grass / Poaceae,SpeciesRisk.Ragweed,lat,lng,time,date,temp,min_temp,max_temp,precip,wind_spd
6,0,8,Low,Low,Low,6,0,0,0,0,0,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1701648000,2023-12-04,55.04,7.2,20.0,0.0,4.1
4,0,3,Low,Low,Low,4,0,0,0,0,0,0,0,0,0,0,3,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1701734400,2023-12-05,50.0,4.4,15.6,0.0,3.9
3,0,1,Low,Low,Low,3,0,0,0,0,0,0,0,0,0,0,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1701820800,2023-12-06,47.120000000000005,3.9,11.7,0.0,5.2
5,0,0,Low,Low,Low,3,0,0,2,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1701907200,2023-12-07,44.6,0.0,14.4,0.0,1.9
4,0,0,Low,Low,Low,4,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1701993600,2023-12-08,50.9,3.3,16.7,0.0,2.1
13,0,0,Low,Low,Low,6,0,0,7,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1702080000,2023-12-09,59.72,11.1,20.0,9.8,2.3
0,0,0,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1702166400,2023-12-10,54.68,3.3,18.0,25.0,5.5
11,0,0,Low,Low,Low,3,0,0,8,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1702252800,2023-12-11,40.28,0.6,10.6,0.0,5.0
4,0,0,Low,Low,Low,1,0,0,3,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1702339200,2023-12-12,43.519999999999996,0.6,13.3,0.0,2.5
3,0,0,Low,Low,Low,3,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1702425600,2023-12-13,47.66,2.2,14.4,0.0,2.3
15,0,0,Low,Low,Low,1,0,0,14,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1702512000,2023-12-14,49.28,5.6,15.0,0.0,4.5
11,0,0,Low,Low,Low,10,0,0,1,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1702598400,2023-12-15,46.22,1.7,15.0,0.0,3.8
15,0,0,Low,Low,Low,0,0,0,15,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1702684800,2023-12-16,49.64,5.0,13.9,0.0,5.3
12,0,0,Low,Low,Low,11,0,0,1,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1702771200,2023-12-17,50.72,8.9,12.2,0.0,6.1
25,0,0,Low,Low,Low,0,0,0,25,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1702857600,2023-12-18,47.48,2.8,13.9,0.0,8.0
49,0,0,Low,Low,Low,0,0,0,49,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1702944000,2023-12-19,37.04,-1.7,7.8,0.0,3.9
2,0,0,Low,Low,Low,2,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1703030400,2023-12-20,40.64,-1.1,11.1,0.0,1.9
10,0,0,Low,Low,Low,0,0,0,10,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1703116800,2023-12-21,45.68,0.6,13.9,0.0,1.4
48,0,0,Low,Low,Low,26,0,0,22,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1703203200,2023-12-22,48.92,5.6,13.9,0.0,1.6
36,0,0,Low,Low,Low,0,0,0,36,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1703289600,2023-12-23,54.14,7.2,18.9,0.0,1.9
75,0,0,Low,Low,Low,20,0,0,55,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1703376000,2023-12-24,55.94,8.9,18.3,0.5,4.3
29,0,0,Low,Low,Low,0,0,0,29,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1703462400,2023-12-25,60.440000000000005,13.9,17.2,31.0,5.1
17,0,0,Low,Low,Low,0,0,0,17,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1703548800,2023-12-26,59.9,11.7,17.2,6.5,3.3
15,0,0,Low,Low,Low,13,0,0,2,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1703635200,2023-12-27,52.34,8.9,13.9,0.0,3.5
63,0,0,Low,Low,Low,0,0,0,63,0,0,0,0,0,0,0,0,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1703721600,2023-12-28,46.94,3.9,12.8,0.0,3.6
262,0,0,High,Low,Low,0,0,0,262,0,0,0,0,0,0,0,0,Low,Very High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1703808000,2023-12-29,40.1,1.1,6.1,0.3,4.2
9,0,0,Low,Low,Low,0,0,0,9,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1703894400,2023-12-30,40.82,1.1,8.9,0.0,3.9
84,0,0,Low,Low,Low,0,0,0,84,0,0,0,0,0,0,0,0,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1704067200,2024-01-01,42.620000000000005,1.1,9.4,0.0,4.9
34,0,0,Low,Low,Low,23,0,0,11,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1704153600,2024-01-02,40.28,-1.1,11.7,0.0,2.8
18,0,0,Low,Low,Low,0,0,0,18,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1704240000,2024-01-03,39.02,-0.6,8.3,2.3,2.3
40,0,0,Low,Low,Low,25,0,0,15,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1704326400,2024-01-04,41.36,1.1,11.1,0.0,4.2
59,0,0,Low,Low,Low,0,0,0,59,0,0,0,0,0,0,0,0,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1704412800,2024-01-05,41.9,0.0,11.7,5.0,4.9
26,0,0,Low,Low,Low,20,0,0,6,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1704499200,2024-01-06,44.6,3.9,10.6,14.3,4.2
78,0,0,Low,Low,Low,0,0,0,78,0,0,0,0,0,0,0,0,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1704585600,2024-01-07,43.7,2.2,10.0,0.0,4.8
50,0,0,Low,Low,Low,0,0,0,50,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1704672000,2024-01-08,42.08,1.7,10.6,11.8,5.4
45,0,0,Low,Low,Low,26,0,0,19,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1704758400,2024-01-09,47.84,4.4,12.0,60.8,6.8
15,0,0,Low,Low,Low,0,0,0,15,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1704844800,2024-01-10,42.44,2.8,10.6,0.0,5.0
216,0,0,High,Low,Low,0,0,0,216,0,0,0,0,0,0,0,0,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1704931200,2024-01-11,47.3,1.7,16.7,0.0,2.6
44,0,0,Low,Low,Low,0,0,0,44,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1705017600,2024-01-12,47.84,5.6,12.8,10.3,4.0
42,0,0,Low,Low,Low,25,0,0,17,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1705104000,2024-01-13,39.2,-0.6,9.6,0.0,5.2
10,0,0,Low,Low,Low,0,0,0,10,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1705190400,2024-01-14,43.34,-1.1,13.9,0.0,3.1
0,0,0,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1705276800,2024-01-15,50.18,5.6,16.1,0.0,2.2
30,0,0,Low,Low,Low,22,0,0,8,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1705363200,2024-01-16,31.82,-7.2,7.7,10.5,7.0
9,0,0,Low,Low,Low,0,0,0,9,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1705449600,2024-01-17,25.16,-10.0,3.3,0.0,3.8
24,0,0,Low,Low,Low,19,0,0,5,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1705536000,2024-01-18,39.02,-4.4,10.6,0.3,2.4
79,0,0,Low,Low,Low,0,0,0,79,0,0,0,0,0,0,0,0,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1705622400,2024-01-19,40.28,-2.8,8.8,0.3,7.4
13,0,0,Low,Low,Low,12,0,0,1,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1705708800,2024-01-20,23.9,-8.3,0.0,0.0,7.0
46,0,0,Low,Low,Low,0,0,0,46,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1705795200,2024-01-21,26.6,-10.0,5.0,0.0,2.2
11,0,0,Low,Low,Low,0,0,0,11,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1705881600,2024-01-22,37.94,-2.2,9.4,0.0,4.1
34,0,0,Low,Low,Low,23,0,0,11,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1705968000,2024-01-23,46.94,5.0,11.1,3.0,4.5
149,0,0,Moderate,Low,Low,0,0,0,149,0,0,0,0,0,0,0,0,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1706054400,2024-01-24,55.22,9.0,17.2,2.0,3.4
97,0,0,Moderate,Low,Low,4,0,0,93,0,0,0,0,0,0,0,0,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1706140800,2024-01-25,64.94,16.7,22.2,31.5,3.4
477,0,0,High,Low,Low,0,0,0,477,0,0,0,0,0,0,0,0,Low,Very High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1706227200,2024-01-26,63.14,15.6,20.0,0.0,1.5
53,0,0,Low,Low,Low,26,0,0,27,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1706313600,2024-01-27,62.42,14.0,18.3,19.5,3.4
120,0,0,Moderate,Low,Low,0,0,0,120,0,0,0,0,0,0,0,0,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1706400000,2024-01-28,47.120000000000005,7.2,13.4,0.0,7.7
125,0,0,Moderate,Low,Low,0,0,0,125,0,0,0,0,0,0,0,0,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1706486400,2024-01-29,45.14,3.9,12.2,0.0,6.4
47,0,0,Low,Low,Low,26,0,0,21,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1706572800,2024-01-30,46.58,0.6,15.6,1.5,2.9
29,0,0,Low,Low,Low,0,0,0,29,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1706659200,2024-01-31,47.66,4.4,12.8,0.0,5.3
84,0,0,Low,Low,Low,2,0,0,82,0,0,0,0,0,0,0,0,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1706745600,2024-02-01,46.94,0.6,17.2,0.0,2.8
108,0,0,Moderate,Low,Low,1,0,2,104,1,0,0,0,0,0,0,0,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1706832000,2024-02-02,54.32,5.6,21.1,0.0,3.4
93,0,0,Low,Low,Low,6,0,1,86,0,0,0,0,0,0,0,0,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1706918400,2024-02-03,52.52,7.8,16.7,0.0,5.0
258,0,0,High,Low,Low,5,0,12,232,5,0,2,0,0,2,0,0,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1707004800,2024-02-04,45.14,5.6,9.9,17.5,8.8
72,0,0,Low,Low,Low,8,0,3,61,0,0,0,0,0,0,0,0,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1707091200,2024-02-05,48.379999999999995,5.6,15.0,3.3,5.6
70,0,0,Low,Low,Low,3,0,7,56,2,0,1,0,0,1,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1707177600,2024-02-06,51.26,4.4,17.8,0.0,2.3
169,0,0,Moderate,Low,Low,4,0,21,128,6,0,5,0,0,5,0,0,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1707264000,2024-02-07,47.66,2.8,14.4,0.0,2.4
251,0,0,High,Low,Low,0,0,67,142,22,0,6,0,0,14,0,0,High,High,Low,Low,Low,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1707350400,2024-02-08,48.379999999999995,3.9,13.3,0.0,2.6
157,0,0,Moderate,Low,Low,6,0,28,103,9,0,6,0,0,4,1,0,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1707436800,2024-02-09,55.22,8.3,17.2,0.0,2.0
136,0,0,Moderate,Low,Low,0,0,35,79,11,0,5,0,0,6,0,0,Moderate,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1707523200,2024-02-10,60.26,13.9,18.9,1.3,2.5
158,0,0,Moderate,Low,Low,5,0,36,91,12,0,7,0,0,6,1,0,Moderate,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1707609600,2024-02-11,63.14,15.6,19.4,18.8,3.2
101,0,0,Moderate,Low,Low,5,0,24,54,8,0,5,0,0,5,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1707696000,2024-02-12,57.74,10.0,16.1,49.8,4.8
204,0,0,Moderate,Low,Low,3,0,51,108,18,0,12,0,0,10,2,0,Moderate,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1707782400,2024-02-13,47.3,5.0,13.3,0.0,6.6
99,0,0,Moderate,Low,Low,6,0,25,51,8,0,5,0,0,4,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1707868800,2024-02-14,50.9,3.3,18.3,0.0,2.5
391,0,0,High,Low,Low,0,0,164,126,57,0,12,0,0,32,0,0,High,High,High,Low,Low,Low,Low,High,Low,Low,Low,33.7544657,-84.3898151,1707955200,2024-02-15,55.22,5.6,20.0,0.0,2.5
271,0,0,High,Low,Low,6,0,70,140,24,0,16,0,0,13,2,0,High,High,Moderate,Low,Moderate,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1708041600,2024-02-16,57.92,10.6,18.3,0.0,2.9
107,0,0,Moderate,Low,Low,6,0,28,54,9,0,5,0,0,5,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1708128000,2024-02-17,45.14,2.8,13.9,1.5,7.1
29,0,0,Low,Low,Low,3,0,7,15,2,0,1,0,0,1,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1708214400,2024-02-18,40.28,-0.6,11.7,0.0,3.7
80,0,0,Low,Low,Low,13,0,16,40,5,0,4,0,0,2,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1708300800,2024-02-19,48.74,3.9,16.7,0.0,3.1
140,0,0,Moderate,Low,Low,4,0,36,72,12,0,8,0,0,7,1,0,Moderate,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1708387200,2024-02-20,48.92,2.8,16.7,0.0,1.4
105,0,0,Moderate,Low,Low,3,0,27,54,9,0,6,0,0,5,1,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1708473600,2024-02-21,52.52,3.9,18.3,0.0,2.1
374,0,0,High,Low,Low,0,0,154,122,55,0,12,0,0,31,0,0,High,High,High,Low,Low,Low,Low,High,Low,Low,Low,33.7544657,-84.3898151,1708560000,2024-02-22,58.1,6.7,21.1,0.0,3.8
161,0,0,Moderate,Low,Low,5,0,41,83,14,0,9,0,0,8,1,0,Moderate,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1708646400,2024-02-23,59.72,12.2,20.0,20.5,6.3
385,0,0,High,Low,Low,0,0,160,125,56,0,12,0,0,32,0,0,High,High,High,Low,Low,Low,Low,High,Low,Low,Low,33.7544657,-84.3898151,1708732800,2024-02-24,53.96,6.7,18.3,0.0,6.1
85,0,0,Low,Low,Low,3,0,22,44,7,0,5,0,0,4,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1708819200,2024-02-25,49.82,1.7,17.2,0.0,2.2
609,0,0,High,Low,Low,0,0,273,164,99,0,16,0,0,57,0,0,Very High,High,Very High,Low,Moderate,Low,Low,Very High,Low,Low,Low,33.7544657,-84.3898151,1708905600,2024-02-26,59.36,6.7,22.2,0.0,3.8
377,0,0,High,Low,Low,7,0,98,196,33,0,22,0,0,18,3,0,High,High,Moderate,Low,High,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1708992000,2024-02-27,65.12,13.9,22.8,0.3,5.3
402,0,0,High,Low,Low,5,0,104,209,36,0,24,0,0,20,4,0,High,High,Moderate,Low,High,Low,Low,High,Low,Low,Low,33.7544657,-84.3898151,1709078400,2024-02-28,62.24,6.7,23.9,4.5,8.2
1573,0,0,Very High,Low,Low,0,0,807,279,290,0,27,0,0,170,0,0,Very High,Very High,Very High,Low,High,Low,Low,Very High,Low,Low,Low,33.7544657,-84.3898151,1709164800,2024-02-29,46.22,3.3,11.7,0.0,4.1
608,0,0,High,Low,Low,8,0,158,316,54,0,36,0,0,30,6,0,High,Very High,High,Low,High,Low,Low,High,Low,Low,Low,33.7544657,-84.3898151,1709251200,2024-03-01,42.980000000000004,4.4,9.4,34.5,6.0
191,0,0,Moderate,Low,Low,0,0,67,80,24,0,8,0,0,12,0,0,High,Moderate,Moderate,Low,Low,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1709337600,2024-03-02,51.44,5.7,16.7,0.0,2.2
112,0,0,Moderate,Low,Low,5,0,29,56,10,0,6,0,0,5,1,0,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1709424000,2024-03-03,58.82,10.0,21.1,0.0,2.2
585,0,0,High,Low,Low,0,0,280,153,95,0,15,15,0,12,15,0,Very High,High,Very High,Low,Moderate,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1709510400,2024-03-04,59.72,13.9,17.2,0.0,2.8
234,0,0,High,Low,Low,5,0,63,112,21,2,14,2,2,11,2,0,High,High,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1709596800,2024-03-05,58.459999999999994,12.8,16.0,22.0,3.7
136,0,0,Moderate,Low,Low,8,0,36,62,12,1,8,1,1,6,1,0,Moderate,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1709683200,2024-03-06,59.72,13.9,17.2,71.0,3.7
245,0,0,High,Low,Low,0,0,92,80,34,1,20,1,7,7,3,0,High,Moderate,Moderate,Low,Moderate,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1709769600,2024-03-07,63.5,11.7,23.9,0.0,2.9
263,0,0,High,Low,Low,1,0,73,115,26,5,18,5,5,13,2,0,High,High,Moderate,Low,Moderate,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1709856000,2024-03-08,61.88,15.0,18.9,27.5,5.2
326,0,0,High,Low,Low,0,0,130,87,47,2,34,2,10,8,6,0,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1709942400,2024-03-09,60.26,11.1,20.0,7.3,5.0
204,0,0,Moderate,Low,Low,6,0,57,83,20,4,14,4,4,10,2,0,Moderate,Moderate,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1710028800,2024-03-10,51.620000000000005,6.1,16.1,0.0,7.8
876,0,0,Very High,Low,Low,0,0,394,142,142,7,102,7,47,14,21,0,Very High,High,Very High,Low,Very High,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1710115200,2024-03-11,51.620000000000005,3.3,18.3,0.0,3.2
155,0,0,Moderate,Low,Low,6,0,44,60,15,4,10,4,4,7,1,0,Moderate,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1710201600,2024-03-12,58.1,7.2,22.2,0.0,2.7
226,0,0,High,Low,Low,8,0,65,85,22,6,15,6,6,11,2,0,High,Moderate,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1710288000,2024-03-13,61.88,10.0,23.3,0.0,2.1
560,0,0,High,Low,Low,0,0,245,106,86,5,63,5,28,11,11,0,Very High,High,Very High,Low,Very High,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1710374400,2024-03-14,67.1,11.7,26.7,0.0,2.5
450,0,0,High,Low,Low,8,0,130,171,45,13,31,13,13,22,4,0,High,High,High,Low,High,Low,Low,High,Low,Low,Low,33.7544657,-84.3898151,1710460800,2024-03-15,65.84,16.7,21.7,63.1,3.6
1009,0,0,Very High,Low,Low,0,0,469,147,167,7,119,7,55,15,23,0,Very High,High,Very High,Low,Very High,Low,Moderate,Moderate,Moderate,Low,Low,33.7544657,-84.3898151,1710547200,2024-03-16,64.04,13.9,23.3,0.0,3.4
122,0,0,Moderate,Low,Low,5,0,35,46,12,3,8,3,3,6,1,0,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1710633600,2024-03-17,58.64,12.2,19.4,1.8,3.6
2975,0,0,Very High,Low,Low,0,0,1463,259,532,14,385,14,189,28,91,0,Very High,Very High,Very High,Moderate,Very High,Low,High,High,High,Low,Low,33.7544657,-84.3898151,1710720000,2024-03-18,51.26,5.0,15.6,0.0,6.1
589,0,0,High,Low,Low,12,0,170,223,58,17,41,17,17,29,5,0,High,High,High,Moderate,High,Low,Low,High,Low,Low,Low,33.7544657,-84.3898151,1710806400,2024-03-19,46.22,0.6,15.6,0.0,4.7
142,0,0,Moderate,Low,Low,5,0,41,53,14,4,9,4,4,7,1,0,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1710892800,2024-03-20,57.379999999999995,5.6,23.3,0.0,3.4
2357,0,0,Very High,Low,Low,0,0,1152,230,417,12,299,12,143,24,68,0,Very High,High,Very High,Low,Very High,Low,High,High,High,Low,Low,33.7544657,-84.3898151,1710979200,2024-03-21,64.58,10.6,24.4,0.0,1.8
525,0,0,High,Low,Low,10,0,152,199,52,15,36,15,15,26,5,0,High,High,High,Moderate,High,Low,Low,High,Low,Low,Low,33.7544657,-84.3898151,1711065600,2024-03-22,59.540000000000006,13.3,18.2,13.0,5.3
787,0,0,Very High,Low,Low,0,0,358,128,128,6,90,6,41,13,17,0,Very High,High,Very High,Low,Very High,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1711152000,2024-03-23,59.72,11.1,20.6,0.0,6.4
419,0,0,High,Low,Low,9,0,121,159,41,12,29,12,12,20,4,0,High,High,High,Low,High,Low,Low,High,Low,Low,Low,33.7544657,-84.3898151,1711238400,2024-03-24,53.96,6.7,18.3,0.0,4.5
226,0,0,High,Low,Low,0,0,88,64,31,3,20,3,8,6,3,0,High,Moderate,Moderate,Low,Moderate,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1711324800,2024-03-25,54.86,8.3,17.8,0.0,6.9
386,0,0,High,Low,Low,9,0,111,146,38,11,27,11,11,19,3,0,High,High,Moderate,Low,High,Low,Low,High,Low,Low,Low,33.7544657,-84.3898151,1711411200,2024-03-26,59.18,12.2,17.0,54.3,5.4
391,0,0,High,Low,Low,9,0,113,148,39,11,27,11,11,19,3,0,High,High,High,Low,High,Low,Low,High,Low,Low,Low,33.7544657,-84.3898151,1711497600,2024-03-27,60.8,11.7,22.8,0.0,3.9
